filename,width,height,class,xmin,ymin,xmax,ymax
WIN_20230327_11_58_26_Pro_jpg.rf.735ba05fa317eb6164c5090979c0b54c.jpg,224,224,Dressing,0,0,224,224
WIN_20230301_18_24_01_Pro_jpg.rf.739a188bc9c034d2a6826f6b306668eb.jpg,224,224,Red_T,39,0,205,33
WIN_20230301_18_24_01_Pro_jpg.rf.739a188bc9c034d2a6826f6b306668eb.jpg,224,224,Dressing,0,0,224,224
WIN_20230301_19_03_11_Pro_jpg.rf.73d148ebdcfc3acfdedb37cc78bc11d3.jpg,224,224,Red_T,149,153,224,201
WIN_20230301_19_03_11_Pro_jpg.rf.73d148ebdcfc3acfdedb37cc78bc11d3.jpg,224,224,Dressing,0,0,224,224
WIN_20230301_18_27_55_Pro_jpg.rf.73d6f57bb37e3c346ff0d7eb477bf664.jpg,224,224,F_Body,95,93,136,124
WIN_20230301_18_27_55_Pro_jpg.rf.73d6f57bb37e3c346ff0d7eb477bf664.jpg,224,224,Dressing,2,9,222,216
WIN_20230301_18_44_01_Pro_jpg.rf.7447cf8769bbf32dd1600c91f5a4da83.jpg,224,224,Dressing,10,4,217,220
WIN_20230301_19_03_05_Pro_jpg.rf.746aeff6d2f72dc1866e8de423268d2b.jpg,224,224,Red_T,0,9,133,115
WIN_20230301_19_03_05_Pro_jpg.rf.746aeff6d2f72dc1866e8de423268d2b.jpg,224,224,Dressing,0,0,224,224
WIN_20230327_12_09_23_Pro_jpg.rf.74aa03b16d51d9f871131c4f7c39e373.jpg,224,224,Cut,41,46,146,180
WIN_20230301_18_31_08_Pro_jpg.rf.75903eecdcd85067a3be050fb74cfd44.jpg,224,224,Cut,3,0,219,224
WIN_20230301_18_20_56_Pro_jpg.rf.75f6a07551e0e094a3eeff3ea1115e74.jpg,224,224,Red_T,148,4,211,31
WIN_20230301_18_20_56_Pro_jpg.rf.75f6a07551e0e094a3eeff3ea1115e74.jpg,224,224,Dressing,0,4,224,212
WIN_20230301_19_03_48_Pro_jpg.rf.746c0408d2282fc1095e1daea35a1eed.jpg,224,224,Red_T,2,136,18,194
WIN_20230301_19_03_48_Pro_jpg.rf.746c0408d2282fc1095e1daea35a1eed.jpg,224,224,Dressing,3,12,221,214
WIN_20230327_12_11_00_Pro_jpg.rf.75ea17409bc8f9c1376a2bbd5b23f6a5.jpg,224,224,Cut,0,0,224,224
WIN_20230327_12_11_39_Pro_jpg.rf.739d8c55dd63559e99fe97b3f06e6d72.jpg,224,224,Cut,77,59,218,208
WIN_20230301_18_32_37_Pro_jpg.rf.75b966ada544cb7dc17cbf0bd72c1612.jpg,224,224,Cut,1,20,222,202
WIN_20230301_18_23_25_Pro_jpg.rf.76b7cf961005e8d2ab95f5ce40ec8d47.jpg,224,224,Red_T,6,6,53,55
WIN_20230301_18_23_25_Pro_jpg.rf.76b7cf961005e8d2ab95f5ce40ec8d47.jpg,224,224,Dressing,2,0,224,224
WIN_20230301_18_45_06_Pro_jpg.rf.76b0a904ac51987cccd698a2463a5733.jpg,224,224,Dressing,0,0,224,224
WIN_20230301_19_01_40_Pro_jpg.rf.77216e31437c1f3d9d0e39647c9bfb94.jpg,224,224,Red_T,23,164,146,223
WIN_20230301_19_01_40_Pro_jpg.rf.77216e31437c1f3d9d0e39647c9bfb94.jpg,224,224,Dressing,9,2,220,222
WIN_20230301_19_03_11_Pro_jpg.rf.761c33dd85452524340179973243a398.jpg,224,224,Red_T,3,165,80,206
WIN_20230301_19_03_11_Pro_jpg.rf.761c33dd85452524340179973243a398.jpg,224,224,Dressing,1,10,223,216
WIN_20230301_18_26_46_Pro_jpg.rf.77098a5ac19fa1766cfb6a515a0c9f3a.jpg,224,224,F_Body,102,103,137,134
WIN_20230301_18_26_46_Pro_jpg.rf.77098a5ac19fa1766cfb6a515a0c9f3a.jpg,224,224,Dressing,0,0,224,224
WIN_20230301_18_30_51_Pro_jpg.rf.783df4b5949fe6f6d298983f48f50658.jpg,224,224,Cut,0,0,224,224
WIN_20230301_18_58_01_Pro_jpg.rf.77311a9453ba31526641d6bf592a2610.jpg,224,224,Cut,0,0,224,224
WIN_20230301_18_48_07_Pro_jpg.rf.773e85c0881ba4ed64259476f40119c4.jpg,224,224,Dressing,0,0,224,224
WIN_20230301_19_01_47_Pro_jpg.rf.786ca770b76ff5366d749330cb3b915f.jpg,224,224,Red_T,17,161,93,212
WIN_20230301_19_01_47_Pro_jpg.rf.786ca770b76ff5366d749330cb3b915f.jpg,224,224,Dressing,0,0,224,224

WIN_20230327_11_45_09_Pro_jpg.rf.7c570edc20c9e5d374e52446935e5ced.jpg,224,224,Cut,0,4,224,219
WIN_20230301_19_03_25_Pro_jpg.rf.7cfa0bc9f5c002581d18f85f3291067d.jpg,224,224,Red_T,130,0,224,164
WIN_20230301_19_03_25_Pro_jpg.rf.7cfa0bc9f5c002581d18f85f3291067d.jpg,224,224,Dressing,0,0,224,224
WIN_20230301_18_58_35_Pro_jpg.rf.797a93b7302af6e6b4eed02ce614906d.jpg,224,224,Cut,0,0,224,224
WIN_20230301_19_02_48_Pro_jpg.rf.7a07e991ab9638723b65e2e7c8dd33bd.jpg,224,224,Red_T,143,177,208,224
WIN_20230301_19_02_48_Pro_jpg.rf.7a07e991ab9638723b65e2e7c8dd33bd.jpg,224,224,Dressing,0,0,224,224
WIN_20230301_19_02_08_Pro_jpg.rf.79bf8cd628b9f31568bbacba3a5f2a0e.jpg,224,224,Red_T,7,57,216,163
WIN_20230301_19_02_08_Pro_jpg.rf.79bf8cd628b9f31568bbacba3a5f2a0e.jpg,224,224,Dressing,6,2,214,224
WIN_20230327_11_51_15_Pro_jpg.rf.7a0f692c55921e34b09ac14851d033db.jpg,224,224,Cut,0,0,224,224
WIN_20230327_11_45_36_Pro_jpg.rf.7cdba8bfa17c7d33ea7e2674eefd011a.jpg,224,224,Cut,0,0,224,224
WIN_20230301_18_26_46_Pro_jpg.rf.785d7c93141c956626530ba595b86ed3.jpg,224,224,F_Body,105,95,136,121
WIN_20230301_18_26_46_Pro_jpg.rf.785d7c93141c956626530ba595b86ed3.jpg,224,224,Dressing,1,6,222,217
WIN_20230327_11_45_18_Pro_jpg.rf.7b0608aca4411b77aada9bbc85a9eab6.jpg,224,224,Cut,0,0,224,224
WIN_20230301_18_44_01_Pro_jpg.rf.7abfa2501a8eb5a1df0ac2176423f088.jpg,224,224,Dressing,2,0,219,224
WIN_20230301_18_29_37_Pro_jpg.rf.7b6a00848f21bcf2ead2a470a56258d7.jpg,224,224,Cut,26,1,202,223
WIN_20230301_18_29_37_Pro_jpg.rf.7db850da2ebd8fd3e7fb28cb232e2e12.jpg,224,224,Cut,14,0,205,224
WIN_20230301_18_23_33_Pro_jpg.rf.78a3c4ec04a2a6998e15eddccfa4c163.jpg,224,224,Red_T,0,4,64,59
WIN_20230301_18_23_33_Pro_jpg.rf.78a3c4ec04a2a6998e15eddccfa4c163.jpg,224,224,Dressing,4,0,221,224
WIN_20230327_11_58_50_Pro_jpg.rf.7ef237159dabc3100334f9e9dacc79e1.jpg,224,224,Dressing,0,0,224,224
WIN_20230301_18_55_36_Pro_jpg.rf.7fabaa6ae0c85a87f1b6d29d052d735f.jpg,224,224,F_Body,142,92,165,117
WIN_20230301_18_55_36_Pro_jpg.rf.7fabaa6ae0c85a87f1b6d29d052d735f.jpg,224,224,Dressing,0,6,224,219
WIN_20230327_11_52_04_Pro_jpg.rf.7c3089614a0c009992ddb82043247fac.jpg,224,224,Cut,4,5,222,219
WIN_20230301_18_49_20_Pro_jpg.rf.7c5611efe9faa05884b5c551eefbfdd4.jpg,224,224,Dressing,5,12,219,216
WIN_20230327_11_59_22_Pro_jpg.rf.7e11a44f2ef0924bb709704f10ed823c.jpg,224,224,Dressing,0,0,224,224
WIN_20230301_18_25_53_Pro_jpg.rf.7cd5f860c564ac1524b5bd45890dde2a.jpg,224,224,F_Body,87,135,102,149
WIN_20230301_18_25_53_Pro_jpg.rf.7cd5f860c564ac1524b5bd45890dde2a.jpg,224,224,Dressing,0,5,224,221
WIN_20230301_18_48_34_Pro_jpg.rf.7f7084ee8f0119be4dd70bf0dff8f9e2.jpg,224,224,Dressing,0,0,224,224
WIN_20230327_12_01_28_Pro_jpg.rf.808a21dd07f14b870c5f1d0b60e4df6a.jpg,224,224,Dressing,9,2,216,223
WIN_20230327_12_11_14_Pro_jpg.rf.7f9b7e056d23e5c3885e34e39d45947f.jpg,224,224,Cut,39,43,144,214
WIN_20230301_18_59_25_Pro_jpg.rf.7b3e52743ffb89a0a85f01f6b9b77fd3.jpg,224,224,Cut,0,0,224,224
WIN_20230301_18_23_08_Pro_jpg.rf.818e69cd452b42a86ded32097e3bc58a.jpg,224,224,Red_T,19,167,88,224
WIN_20230301_18_23_08_Pro_jpg.rf.818e69cd452b42a86ded32097e3bc58a.jpg,224,224,Dressing,3,0,221,224
WIN_20230301_18_50_16_Pro_jpg.rf.7a1eb818c3e5e6fe2394993949b849d5.jpg,224,224,Dressing,0,0,224,224
WIN_20230301_18_50_09_Pro_jpg.rf.7f2aaf923019574e74962f43bc3726b6.jpg,224,224,Dressing,1,0,221,224
WIN_20230301_18_46_45_Pro_jpg.rf.80e9d868b41f8291626a58839e7a6437.jpg,224,224,Dressing,0,0,224,224
WIN_20230301_18_50_22_Pro_jpg.rf.8064b50f4b0cf99e82881bee954f53a8.jpg,224,224,Dressing,0,0,224,224
WIN_20230327_11_51_57_Pro_jpg.rf.80c067015396dad308c9ce81bfd8ba3b.jpg,224,224,Cut,2,0,223,224
WIN_20230301_18_53_38_Pro_jpg.rf.836e47f569fd6f57bea3bb5d4d8103a3.jpg,224,224,F_Body,66,53,139,87
WIN_20230301_18_53_38_Pro_jpg.rf.836e47f569fd6f57bea3bb5d4d8103a3.jpg,224,224,Dressing,3,0,220,222
WIN_20230301_18_44_42_Pro_jpg.rf.82126ad45aa665b1df1db1b40d3feb2d.jpg,224,224,Dressing,0,0,224,224
WIN_20230327_12_11_59_Pro_jpg.rf.82b93f5c941611b40a11b3e9e93ece36.jpg,224,224,Cut,0,8,224,219
WIN_20230301_18_32_09_Pro_jpg.rf.81e0700fb34481334b6011b842c6f1aa.jpg,224,224,Cut,0,0,224,224
WIN_20230301_18_50_16_Pro_jpg.rf.835cd5274b1ff1d535217654799033dc.jpg,224,224,Dressing,0,2,224,221
WIN_20230301_19_02_02_Pro_jpg.rf.8353e5c721e4ce74a84ce4d0833f2644.jpg,224,224,Red_T,5,3,222,79
WIN_20230301_19_02_02_Pro_jpg.rf.8353e5c721e4ce74a84ce4d0833f2644.jpg,224,224,F_Body,54,143,82,162
WIN_20230301_19_02_02_Pro_jpg.rf.8353e5c721e4ce74a84ce4d0833f2644.jpg,224,224,Dressing,3,5,224,210
WIN_20230301_18_23_33_Pro_jpg.rf.7fad7dd9005ee07d9b3716b233091ea3.jpg,224,224,Red_T,166,11,224,73
WIN_20230301_18_23_33_Pro_jpg.rf.7fad7dd9005ee07d9b3716b233091ea3.jpg,224,224,Dressing,0,0,224,224
WIN_20230301_18_55_28_Pro_jpg.rf.84b30b251dd891f2a6b4a76e70e0626e.jpg,224,224,F_Body,139,87,160,109
WIN_20230301_18_55_28_Pro_jpg.rf.84b30b251dd891f2a6b4a76e70e0626e.jpg,224,224,Dressing,0,0,224,224
WIN_20230301_18_47_59_Pro_jpg.rf.80138f680c1efa0dd0876147720a5a64.jpg,224,224,Dressing,0,0,224,224
WIN_20230327_11_51_39_Pro_jpg.rf.825aa9f16435733a31af7a90b5403f7d.jpg,224,224,Cut,0,54,224,170
WIN_20230301_18_49_02_Pro_jpg.rf.81289b858e899d0a7a65385aea956442.jpg,224,224,Dressing,6,1,217,223
WIN_20230327_12_11_00_Pro_jpg.rf.84d7b46c19891b5994532427bc2cb249.jpg,224,224,Cut,0,0,224,224
WIN_20230301_18_50_30_Pro_jpg.rf.852f563a3e836cd5156a23feca39b40d.jpg,224,224,Dressing,0,0,224,224
WIN_20230301_18_49_50_Pro_jpg.rf.80b53140c8c83dca9da5e70bf9574d27.jpg,224,224,Dressing,0,0,224,224
WIN_20230301_18_24_01_Pro_jpg.rf.825c5bc99ce5854b62607712cd79fcde.jpg,224,224,Red_T,49,185,215,224
WIN_20230301_18_24_01_Pro_jpg.rf.825c5bc99ce5854b62607712cd79fcde.jpg,224,224,Dressing,0,0,224,224
WIN_20230301_18_26_54_Pro_jpg.rf.831e834d288912a72f56fe2f48718333.jpg,224,224,F_Body,145,37,172,66
WIN_20230301_18_26_54_Pro_jpg.rf.831e834d288912a72f56fe2f48718333.jpg,224,224,Dressing,0,0,224,224
WIN_20230301_18_54_41_Pro_jpg.rf.81d9e2e5288375f3943d798b53391f2a.jpg,224,224,F_Body,141,50,185,100
WIN_20230301_18_54_41_Pro_jpg.rf.81d9e2e5288375f3943d798b53391f2a.jpg,224,224,Dressing,0,0,224,224
WIN_20230301_18_57_18_Pro_jpg.rf.82680c633163f1f8936f570f2aa85ae9.jpg,224,224,Cut,0,0,224,224
WIN_20230301_18_49_20_Pro_jpg.rf.84c672d1f1eace67980923df46d940a6.jpg,224,224,Dressing,0,0,224,224
WIN_20230327_11_56_34_Pro_jpg.rf.86a6fd13cea001985fccc8bd4fa4ad6b.jpg,224,224,Dressing,0,0,224,223
WIN_20230301_19_04_07_Pro_jpg.rf.86d1ef7f7e4023fbac6fc711b2a6dd68.jpg,224,224,Red_T,56,0,118,23
WIN_20230301_19_04_07_Pro_jpg.rf.86d1ef7f7e4023fbac6fc711b2a6dd68.jpg,224,224,Dressing,0,0,224,224
WIN_20230327_11_57_32_Pro_jpg.rf.89fa065aea704be89a2f08c6d17d0644.jpg,224,224,Dressing,4,7,223,220
WIN_20230301_18_32_00_Pro_jpg.rf.8369e7ea1c38d7679d5136dffefa09dd.jpg,224,224,Cut,0,0,224,224
WIN_20230301_19_03_54_Pro_jpg.rf.87016362787cd8115206f9c65a8c6c64.jpg,224,224,Red_T,84,166,157,220
WIN_20230301_19_03_54_Pro_jpg.rf.87016362787cd8115206f9c65a8c6c64.jpg,224,224,Dressing,0,0,224,224
WIN_20230327_12_09_15_Pro_jpg.rf.8a40b8b4dd173cc5d58856df391811a0.jpg,224,224,Cut,36,18,177,211
WIN_20230327_11_45_09_Pro_jpg.rf.857e767c3b4c8ca000015c7e1ed21815.jpg,224,224,Cut,0,0,224,224
WIN_20230327_11_52_21_Pro_jpg.rf.856275b6dccffa74c47775c0f16fc0f5.jpg,224,224,Cut,0,0,224,224
WIN_20230327_12_05_42_Pro_jpg.rf.87e6bcd823a322854b8637ffa2189b3c.jpg,224,224,Dressing,55,13,173,187
WIN_20230327_11_44_45_Pro_jpg.rf.887d9166c25304f3e480b1a774fb2dae.jpg,224,224,Cut,1,0,224,224
WIN_20230301_19_03_54_Pro_jpg.rf.883601b194739624c72a6a600c811694.jpg,224,224,Red_T,64,167,135,218
WIN_20230301_19_03_54_Pro_jpg.rf.883601b194739624c72a6a600c811694.jpg,224,224,Dressing,0,1,224,224
WIN_20230301_18_45_50_Pro_jpg.rf.8b9e6ebb4a27d88b56b299b34d27d5cb.jpg,224,224,Dressing,0,0,224,224
WIN_20230327_11_47_51_Pro_jpg.rf.8884ed4e0806be9bfbe17be214d8809b.jpg,224,224,Cut,31,0,181,224
WIN_20230301_18_49_11_Pro_jpg.rf.87bef253aa4727a6f1e6199d5d53e1d8.jpg,224,224,Dressing,0,4,224,219
WIN_20230327_12_05_01_Pro_jpg.rf.8633c3195a9997b2cd905a6d15311a3e.jpg,224,224,Dressing,33,8,192,224
WIN_20230301_18_57_18_Pro_jpg.rf.8bcc05c181a6b7c0d717db765960182b.jpg,224,224,Cut,0,0,224,224
WIN_20230301_18_26_54_Pro_jpg.rf.8c22c4d2094cd45f7679dfc12712a975.jpg,224,224,F_Body,31,60,59,90
WIN_20230301_18_26_54_Pro_jpg.rf.8c22c4d2094cd45f7679dfc12712a975.jpg,224,224,Dressing,0,0,224,224
WIN_20230327_11_43_35_Pro_jpg.rf.8892463320d8cbb538b690f6f983d005.jpg,224,224,Cut,0,0,224,224
WIN_20230327_12_06_33_Pro_jpg.rf.8ccaf4f6b5faa9577acf1d5cf7fefeec.jpg,224,224,Dressing,9,20,153,195
WIN_20230301_19_01_47_Pro_jpg.rf.8a90bcff2bffffc4cfe2dab8c5aaf2af.jpg,224,224,Red_T,11,155,89,211
WIN_20230301_19_01_47_Pro_jpg.rf.8a90bcff2bffffc4cfe2dab8c5aaf2af.jpg,224,224,Dressing,0,0,224,224
WIN_20230301_18_44_35_Pro_jpg.rf.8dd79ab1718f0350b62d51d982c35149.jpg,224,224,Dressing,0,0,224,224
WIN_20230301_18_26_00_Pro_jpg.rf.88ae1ca45695d61b72e0bee56fe4abca.jpg,224,224,F_Body,83,67,108,91
WIN_20230301_18_26_00_Pro_jpg.rf.88ae1ca45695d61b72e0bee56fe4abca.jpg,224,224,Dressing,0,3,224,222
WIN_20230327_12_08_15_Pro_jpg.rf.8d9a2625f0fbd1569d9ceb1266a663ad.jpg,224,224,Cut,4,51,146,224
WIN_20230327_12_11_44_Pro_jpg.rf.8ecc340ca50338f09956c551f220ef1c.jpg,224,224,Cut,0,0,224,224
WIN_20230327_12_05_47_Pro_jpg.rf.8d1ce50d78747e2484bddc034e23e5cd.jpg,224,224,Dressing,49,32,169,218
WIN_20230327_12_11_59_Pro_jpg.rf.8cef18e51c0ab4f9697174092e7ad4a7.jpg,224,224,Cut,0,0,224,224
WIN_20230327_11_57_46_Pro_jpg.rf.8ee5f00ec9e47b5abfdad292f34dc83c.jpg,224,224,Dressing,0,0,224,224
WIN_20230301_18_31_26_Pro_jpg.rf.8df97f7a1b5779dfb3df225fe74e962c.jpg,224,224,Cut,0,0,224,224
WIN_20230301_18_44_35_Pro_jpg.rf.8ca425aecd4195e57d6e5c93bc9ca316.jpg,224,224,Dressing,1,8,222,217
WIN_20230301_18_44_58_Pro_jpg.rf.8d366aba03bc2aae1049588a28f62e88.jpg,224,224,Dressing,0,1,224,220
WIN_20230301_18_54_48_Pro_jpg.rf.8a0891351bb5f8653808a61a17017441.jpg,224,224,F_Body,64,30,86,54
WIN_20230301_18_54_48_Pro_jpg.rf.8a0891351bb5f8653808a61a17017441.jpg,224,224,Dressing,2,8,222,217
WIN_20230301_18_30_30_Pro_jpg.rf.84533d9919c9e2906c1531541bac5b26.jpg,224,224,Cut,0,0,224,224
WIN_20230301_18_20_36_Pro_jpg.rf.8ca5b12ab5fae07ff28b4532f203d1e6.jpg,224,224,Red_T,179,13,224,185
WIN_20230301_18_20_36_Pro_jpg.rf.8ca5b12ab5fae07ff28b4532f203d1e6.jpg,224,224,Dressing,0,0,224,224
WIN_20230301_18_32_30_Pro_jpg.rf.8f5e397167ef8551cba5af851d7cfc3e.jpg,224,224,Cut,1,0,224,224
WIN_20230301_18_53_51_Pro_jpg.rf.8f39a548198cbb7803f6adf1291ba5bc.jpg,224,224,F_Body,123,64,178,107
WIN_20230301_18_53_51_Pro_jpg.rf.8f39a548198cbb7803f6adf1291ba5bc.jpg,224,224,Dressing,0,0,224,224
WIN_20230301_18_54_48_Pro_jpg.rf.8ef41a3f86688f737ffa8eef36a0e391.jpg,224,224,F_Body,77,174,103,202
WIN_20230301_18_54_48_Pro_jpg.rf.8ef41a3f86688f737ffa8eef36a0e391.jpg,224,224,Dressing,0,0,224,224
WIN_20230301_18_31_44_Pro_jpg.rf.8e3b7c8bfdae19ca3b624c84c0cedfbd.jpg,224,224,Cut,6,0,218,222
WIN_20230301_18_31_08_Pro_jpg.rf.8ee4fef6fa7c0ecf9d03369e5db22e25.jpg,224,224,Cut,0,0,224,224
WIN_20230327_12_01_28_Pro_jpg.rf.8fffa2c0faf629ee8b8221f7b9c0f895.jpg,224,224,Dressing,4,0,219,224
WIN_20230301_18_26_27_Pro_jpg.rf.90989560bd3581355b364836e514d91f.jpg,224,224,F_Body,180,107,207,134
WIN_20230301_18_26_27_Pro_jpg.rf.90989560bd3581355b364836e514d91f.jpg,224,224,Dressing,0,0,224,224
WIN_20230301_18_30_30_Pro_jpg.rf.8f16cd84ea66eb78430e7282b3bba6e0.jpg,224,224,Cut,0,0,224,224
WIN_20230301_18_11_32_Pro_jpg.rf.90373bd83263d88d4c8b4bc5864c798a.jpg,224,224,Red_T,0,150,49,214
WIN_20230301_18_11_32_Pro_jpg.rf.90373bd83263d88d4c8b4bc5864c798a.jpg,224,224,Dressing,0,0,224,224
WIN_20230301_18_47_59_Pro_jpg.rf.936d51dd9efa4c79bbe750899903c088.jpg,224,224,Dressing,0,0,224,224
WIN_20230301_18_27_28_Pro_jpg.rf.9009b80ce00de782e1c14acb87883dd5.jpg,224,224,F_Body,52,146,84,175
WIN_20230301_18_27_28_Pro_jpg.rf.9009b80ce00de782e1c14acb87883dd5.jpg,224,224,Dressing,0,0,224,224
WIN_20230301_18_26_19_Pro_jpg.rf.9039e0229725f1914360ed9cdb0ea639.jpg,224,224,F_Body,45,133,70,155
WIN_20230301_18_26_19_Pro_jpg.rf.9039e0229725f1914360ed9cdb0ea639.jpg,224,224,Dressing,8,3,217,222
WIN_20230301_18_20_26_Pro_jpg.rf.8713cd4c5dd4c4857a44c13662df0435.jpg,224,224,Red_T,141,0,200,44
WIN_20230301_18_20_26_Pro_jpg.rf.8713cd4c5dd4c4857a44c13662df0435.jpg,224,224,Dressing,0,0,224,224
WIN_20230301_18_45_22_Pro_jpg.rf.8fa5426333cd9f1da1d62ac6ccced7ea.jpg,224,224,Dressing,0,0,224,224
WIN_20230301_18_50_00_Pro_jpg.rf.90eafad412959d87ad7ea958c4068a4b.jpg,224,224,Dressing,0,0,224,224
WIN_20230327_12_11_34_Pro_jpg.rf.944b9b6355978bcb204dd303fc2468ff.jpg,224,224,Cut,2,0,224,224
WIN_20230327_11_58_02_Pro_jpg.rf.927fcb8576f2a235a35fef5a0c3a8d4d.jpg,224,224,Dressing,0,0,224,224
WIN_20230301_18_50_46_Pro_jpg.rf.93520dcb48bdfedbb8d89d25747e598f.jpg,224,224,Dressing,0,0,224,224
WIN_20230301_18_50_16_Pro_jpg.rf.90223d523c4a676dced7d075c9b44874.jpg,224,224,Dressing,0,0,224,224
WIN_20230327_12_11_49_Pro_jpg.rf.9093e4ae299ef61bf0bb628d77345f04.jpg,224,224,Cut,3,8,220,216
WIN_20230301_18_59_11_Pro_jpg.rf.90cd7c60ab25c1f61bc1e6aa3d187b83.jpg,224,224,Cut,0,0,224,224
WIN_20230301_18_32_00_Pro_jpg.rf.93a4d7e06a030d3d6b4bd0798391a800.jpg,224,224,Cut,0,0,224,224
WIN_20230301_18_31_35_Pro_jpg.rf.92c7050991bf6a2548a18bc27bb1a785.jpg,224,224,Cut,0,0,224,224
WIN_20230301_18_20_56_Pro_jpg.rf.93a7fa53a5f0021fb380d7dae913340d.jpg,224,224,Red_T,131,198,196,224
WIN_20230301_18_20_56_Pro_jpg.rf.93a7fa53a5f0021fb380d7dae913340d.jpg,224,224,Dressing,0,0,224,224
WIN_20230301_19_03_05_Pro_jpg.rf.93cd416bc9a440cc0d730b47b5c775c6.jpg,224,224,Red_T,0,9,132,117
WIN_20230301_19_03_05_Pro_jpg.rf.93cd416bc9a440cc0d730b47b5c775c6.jpg,224,224,Dressing,0,0,224,224
WIN_20230327_11_56_54_Pro_jpg.rf.95057809e4e55e49d13a0955805e8176.jpg,224,224,Dressing,0,0,224,224
WIN_20230301_18_45_59_Pro_jpg.rf.94f36325c837c455ae279eb78070a4a9.jpg,224,224,Dressing,0,0,224,224
WIN_20230301_18_55_05_Pro_jpg.rf.947e38eeae16bcb93b9ab44dba64f17c.jpg,224,224,F_Body,136,59,155,78
WIN_20230301_18_55_05_Pro_jpg.rf.947e38eeae16bcb93b9ab44dba64f17c.jpg,224,224,Dressing,0,0,224,224
WIN_20230301_18_27_28_Pro_jpg.rf.8e9a3db2bb0dbf68cc3afc3d39271e8a.jpg,224,224,F_Body,47,57,76,83
WIN_20230301_18_27_28_Pro_jpg.rf.8e9a3db2bb0dbf68cc3afc3d39271e8a.jpg,224,224,Dressing,0,0,224,224
